a,b
19.730014057536128,21.809455605965965
19.036866876976184,21.116308425406018
18.343719696416237,20.423161244846074
17.650572515856293,21.521773533964183
16.957425335296346,20.82862635340424
16.264278154736402,20.135479172844292
15.571130974176455,19.44233199228435
16.669743320444564,18.7491848117244
15.976596139884618,19.847797102792512
15.283448959324673,19.154649922232565
14.590301778764728,18.46150274167262
15.68891422103282,19.56011503354073
14.995767040472874,18.866967852980785
16.094379431540958,19.965580143782226
15.40123225098101,19.272432963222283
14.708085070421067,18.57928578266234
15.806697495622458,19.67789807417489
15.113550315062513,18.984750893614947
16.2121626947528,18.291603713055
15.519015514192855,17.598456532495057
16.61762786354241,18.69706882874835
15.924480682982466,18.003921648188406
17.023093012104873,17.31077446762846
16.329945831544926,18.40938676641015
17.428558147182567,17.716239585850204
16.73541096662262,17.02309240529026
17.834023273270418,18.12170470744314
17.14087609271047,17.428557526883196
16.447728912150527,18.527169824541154
17.54634122479155,17.83402264398121
16.853194044231603,18.93263493864255
16.16004686367166,18.239487758082607
15.466899683111714,17.54634057752266
14.773752502551769,18.644952874181747
15.872364919075412,17.9518056936218
15.179217738515467,17.258658513061857
14.486070557955522,16.56551133250191
13.792923377395576,15.872364151941966
13.09977619683563,15.17921697138202
14.198389167399643,16.27782934528721
13.505241986839698,15.584682164727264
12.812094806279752,14.891534984167318
13.910708004141675,14.198387803607373
13.21756082358173,13.505240623047428
12.524413643021784,14.603853366313167
13.623027143947025,13.910706185753222
12.92987996338708,13.217559005193277
12.236732782827135,14.316171899991238
13.335346687835802,13.623024719431292
12.642199507275857,12.929877538871347
13.740812873502886,14.028490635712021
13.04766569294294,13.335343455152076
12.354518512382995,12.64219627459213
11.66137133182305,11.949049094032185
12.759986493975935,11.25590191347224
12.06683931341599,12.354518512382995
13.16545351773603,11.66137133182305
12.472306337176084,12.759986493975935
11.779159156616139,12.06683931341599
11.086011976056193,13.16545351773603
10.392864795496248,12.472306337176084
9.699717614936302,11.779159156616139
10.798350336996663,11.086011976056193
10.105203156436717,10.392864795496248
9.412055975876772,9.699717614936302
10.510695508418417,10.798350336996663
9.817548327858471,10.105203156436717
10.9161787786966,9.412055975876772
10.223031598136654,10.510695508418417
9.529884417576708,9.817548327858471
10.628520921958396,10.9161787786966
9.93537374139845,10.223031598136654
9.242226560838505,9.529884417576708
8.54907938027856,10.628520921958396
7.855932199718614,9.93537374139845
8.954673628956414,9.242226560838505
8.261526448396468,8.54907938027856
7.568379267836522,7.855932199718614
6.875232087276577,8.954673628956414
6.182084906716632,8.261526448396468
5.488937726156687,7.568379267836522
4.795790545596741,6.875232087276577
5.8971538676367405,6.182084906716632
5.204006687076795,5.488937726156687
4.51085950651685,4.795790545596741
5.6131281063880705,5.8971538676367405
4.919980925828125,5.204006687076795
6.021023349349527,4.51085950651685
5.327876168789581,5.6131281063880705
4.634728988229636,4.919980925828125
5.736572297479192,6.021023349349527
5.043425116919247,5.327876168789581
6.144185634125646,4.634728988229636
5.4510384535657,5.736572297479192
6.551080335043404,5.043425116919247
5.857933154483459,6.144185634125646
5.1647859739235145,5.4510384535657
6.26530121273771,6.551080335043404
5.572154032177765,5.857933154483459
6.672032945461067,5.1647859739235145
5.978885764901122,6.26530121273771
7.078341579557671,5.572154032177765
6.385194398997726,6.672032945461067
7.484368643286131,5.978885764901122
6.7912214627261855,7.078341579557671
6.09807428216624,6.385194398997726
7.197435354096591,7.484368643286131
6.504288173536645,6.7912214627261855
5.8111409929767,6.09807428216624
5.117993812416755,7.197435354096591
6.218600119691729,6.504288173536645
5.5254529391317835,5.8111409929767
6.625392368007956,5.117993812416755
5.932245187448011,6.218600119691729
7.0317412587631285,5.5254529391317835
6.338594078203183,6.625392368007956
5.645446897643238,5.932245187448011
6.745236349484362,7.0317412587631285
6.052089168924417,6.338594078203183
7.151485463904735,5.645446897643238
6.45833828334479,6.745236349484362
5.765191102784844,6.052089168924417
6.86484777797086,7.151485463904735
6.171700597410915,6.45833828334479
7.271008538280992,5.765191102784844
6.577861357721047,6.86484777797086
7.67693714581808,6.171700597410915
6.983789965258135,7.271008538280992
8.08271113423758,6.577861357721047
7.389563953677635,7.67693714581808
8.488382109562117,6.983789965258135
7.795234929002173,8.08271113423758
8.893984438939794,7.389563953677635
8.200837258379849,8.488382109562117
7.507690077819904,7.795234929002173
6.814542897259958,8.893984438939794
7.913521017283895,8.200837258379849
7.220373836723949,7.507690077819904
8.319229938632326,6.814542897259958
7.62608275807238,7.913521017283895
8.724857555881988,7.220373836723949
8.031710375322042,8.319229938632326
9.13043098874788,7.62608275807238
8.437283808187935,8.724857555881988
7.744136627627991,8.031710375322042
7.050989447068045,9.13043098874788
6.3578422665081,8.437283808187935
7.4570320891223805,7.744136627627991
6.763884908562435,7.050989447068045
6.07073772800249,6.3578422665081
7.170119543449628,7.4570320891223805
6.476972362889683,6.763884908562435
5.783825182329737,6.07073772800249
6.883462586413092,7.170119543449628
6.1903154058531475,6.476972362889683
5.497168225293202,5.783825182329737
4.804021044733257,6.883462586413092
4.110873864173311,6.1903154058531475
5.214935757608986,5.497168225293202
4.5217885770490405,4.804021044733257
3.828641396489095,4.110873864173311
3.1354942159291497,5.214935757608986
4.248495242049359,4.5217885770490405
3.5553480614894135,3.828641396489095
4.663439094112067,3.1354942159291497
3.970291913552122,4.248495242049359
5.075173815233827,3.5553480614894135
4.382026634673881,4.663439094112067
3.6888794541139363,3.970291913552122
2.995732273553991,5.075173815233827
2.302585092994046,4.382026634673881
1.6094379124341003,3.6888794541139363
2.772588722239781,2.995732273553991
2.0794415416798357,2.302585092994046
1.3862943611198906,1.6094379124341003
0.6931471805599453,2.772588722239781
0,2.0794415416798357
0,1.3862943611198906
0,0.6931471805599453
0,0
